classe,f_centro_gravidade,f_fluxo_spectral,f_media,f_percentil99
0,1459.9887730122457,0.23055148582689605,0.02879015798184639,0.8809635565014837
0,1453.249130241926,0.31335463369363153,0.01700030722716887,0.18236582468895582
0,1422.3707325982343,0.17453892047934305,0.017141251005110766,0.39986800899374364
0,1733.4779700232775,0.4417817392400037,0.010954521376876282,0.3076149080037535
0,1581.5549876828297,0.6153591574710311,0.008444430512967723,0.15514905948437158
0,1329.6861919479563,0.3445003675875704,0.023114476095544734,0.4822839635487442
0,1234.1018235267256,0.5175837750570671,0.028065383622489334,0.6437881235846723
0,1776.1889347945555,0.21558129998673556,0.008708254572223108,0.18510723784071673
0,1618.6061723971075,0.18737289535038462,0.013551094856411464,0.2508021924643434
0,1513.6573305412805,0.39796156115701103,0.01672248866186303,0.4733344007652327
0,1574.0341055591948,0.6618368725933509,0.015313171763751363,0.3861567431567347
0,1426.7708737363887,0.3281556167051852,0.024224315133762244,0.6176377818342568
0,1769.5867295132532,0.19778632215677422,0.013021828412798397,0.3732477639348292
0,1629.7307925311661,0.2752870491380005,0.012364833905926048,0.16569773661646273
0,1561.4546367052967,0.325362257507558,0.013243171088294668,0.524986574485707
0,1582.9402973150566,0.6064423458838285,0.01020357252801831,0.3378872700942103
0,1827.7553499653204,0.7386959883687859,0.015248144779098426,0.4090878132405657
0,1754.736191049499,0.291624454100206,0.006892030894529303,0.11330246145999463
0,1677.248221162002,0.2519844611105006,0.011404803006045051,0.07642635037928323
0,1338.7341044088782,0.237399841503302,0.02909345200912261,0.7124944491492856
0,1767.8628406536884,0.42658796976233376,0.01950745819678981,0.6756141312909479
0,1686.9580033684215,0.4445612544481015,0.010575974538865036,0.15478248080129325
0,1569.0038806472407,0.3976637318948906,0.01258415416557055,0.31258835257764045
0,1367.07760777959,0.16274345170411103,0.01782434782050473,0.5790114228388082
0,1710.093724275894,0.1574867995568274,0.013996844257799927,0.439955114161976
0,1673.175291367679,0.5232774397975379,0.009799559021608655,0.16357644747325142
0,1630.7534397170011,0.6243368032338363,0.009376058304903725,0.20256724447193167
0,1765.4059387542186,0.2178134508111858,0.01647447826405059,0.17062951393184786
0,1716.9256331344811,0.24818340947737424,0.02080251937669992,0.8375976322353247
0,1756.7151486716787,0.46546773680089565,0.013580111221534881,0.22873976991014167
0,1335.3864685468566,0.17484017045180755,0.019418085303928363,0.23285367199915732
0,1665.712557636979,0.503254792913463,0.017690233162641088,0.2852003336004268
0,1674.548705077271,0.6268503666734014,0.022108291230326472,0.4420214296702857
0,1609.3113676112375,0.5173176407892929,0.015776431822988633,0.3715344964319426
0,1601.5502019806966,0.4909367725243253,0.016187247217689903,0.417290469227296
0,1509.4212630842146,0.4563036167736749,0.014651128951458774,0.3039882015530344
0,1487.5287556829446,7.026061364506429,0.029396059014379382,0.31643354718712763
0,1628.2752784614026,17.81669370678232,0.007075437009807405,0.04900598357307508
0,1704.2050748559973,4.450789426395539,0.006996877024051598,0.09425609525809954
0,1514.084645656145,0.5654041590967168,0.01903843281155472,0.4527174006364087
0,1865.7808803342011,0.19196132190204782,0.01288491448821032,0.23329629377045705
0,1711.4027115617532,0.7395590900671383,0.00798694875973811,0.11052223395619745
0,1647.4263537103702,1.8322050275269643,0.008096648395663417,0.13443047777455064
0,1503.3654724656124,1.400442518716473,0.017443922777415966,0.3153069750589955
0,1800.8243946434152,0.6914890020775338,0.010687403409438544,0.24141515802809901
0,1658.7537798297203,3.876455917566547,0.0067101517286435874,0.054058940653611214
0,1746.2656991567453,3.5425890659549877,0.05658452195748342,1.3409312227045054
0,1758.7173050810457,10.407430535195221,0.32123151862572646,5.119623176217126
0,1767.6323937616444,0.7652723418381804,0.07698252708069064,2.054805274865501
0,1763.511656565567,11.95169899364123,0.17773671003102726,2.98057799782277
0,1757.0455983856152,14.359975823831714,0.10828346276150717,2.27003657424402
0,1877.0309741287208,13.794452480765791,0.21649858086244608,4.376039940556509
0,1833.416944870092,9.199018698520225,0.13008935700737617,3.8723073758045574
0,1854.1480733762928,13.496496887351526,0.26972836603965133,5.147118695815672
0,1582.917636111368,0.886221068206035,0.016405036667095113,0.2724850427836289
0,1442.5776451133995,0.18502026594727128,0.012922386387466662,0.11178894292695743
0,1322.9353062740454,0.32766177684487713,0.02492482320766784,0.8700624307797646
0,1274.9226223802118,0.24017968270042633,0.019958029741484366,0.3353167490716608
0,1650.5693897675628,0.6787219880135893,0.00842890783634524,0.055976460028650976
